
India is the seventh largest country in the world.,The Indian Ocean borders India to the south.,0,,,,,,,,,,,,,,,,,,,,,,,
France is known for its world-famous cuisine and wine.,The Eiffel Tower is one of the most recognizable landmarks in France.,0,,,,,,,,,,,,,,,,,,,,,,,
"The Merlion, a mythical creature with the head of a lion and the body of a fish, is a symbol of Singapore.",Singapore is a small island nation in Southeast Asia known for its modernity and cleanliness.,0,,,,,,,,,,,,,,,,,,,,,,,
"LEGO, the famous toy company, was founded in Denmark.",Denmark is a small Nordic country known for its hygge lifestyle.,0,,,,,,,,,,,,,,,,,,,,,,,
Copenhagen is the capital city of Denmark.,New Delhi is the capital city of India.,1,,,,,,,,,,,,,,,,,,,,,,,
Kuwait is a country in the Middle East known for its oil reserves and modern architecture.,The Netherlands is famous for its tulips and windmills.,1,,,,,,,,,,,,,,,,,,,,,,,
Austria is known for its music and the arts.,The capital city of the Philippines is Manila.,1,,,,,,,,,,,,,,,,,,,,,,,
South Korea is a country in East Asia known for its advanced technology and pop culture.,The Parliament Building in Budapest is a famous landmark in Hungary.,1,,,,,,,,,,,,,,,,,,,,,,,
India is a country in South Asia known for its rich cultural heritage and diverse cuisine.,Denmark is a Scandinavian country known for its design and architecture.,1,,,,,,,,,,,,,,,,,,,,,,,
"Malaysia is a country in Southeast Asia known for its beautiful beaches, rainforests, and diverse cultures.",Norway is a country known for its fjords and outdoor activities such as hiking and skiing.,1,,,,,,,,,,,,,,,,,,,,,,,
"Pakistan is a country in South Asia known for its mountains, valleys, and historical sites.",Austria is a country known for its musical heritage and beautiful cities.,1,,,,,,,,,,,,,,,,,,,,,,,
Brunei is a small country in Southeast Asia known for its wealth and modern infrastructure.,"Belgium is famous for its chocolate, waffles, and beer.",1,,,,,,,,,,,,,,,,,,,,,,,
Israel is a country in the Middle East known for its historical and religious significance.,Croatia is a country known for its stunning coastline and historic cities.,1,,,,,,,,,,,,,,,,,,,,,,,
"Jordan is a country in the Middle East known for its ancient ruins, deserts, and natural wonders.","Hungary is a country with a rich history and cultural heritage, and is famous for its thermal baths.",1,,,,,,,,,,,,,,,,,,,,,,,
Lebanon is a small country in the Middle East known for its rich history and vibrant culture.,Finland is a country known for its beautiful nature and innovative design.,1,,,,,,,,,,,,,,,,,,,,,,,
"Oman is a country in the Middle East known for its deserts, beaches, and mountains.",Iceland is a country with unique landscapes and natural wonders such as geysers and hot springs.,1,,,,,,,,,,,,,,,,,,,,,,,
Qatar is a country in the Middle East known for its futuristic architecture and luxury lifestyle.,"Poland is a country with a rich history and cultural heritage, and is known for its delicious cuisine.",1,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia is a country in the Middle East known for its oil reserves and religious significance.,Italy is known for its delicious cuisine and rich history.,1,,,,,,,,,,,,,,,,,,,,,,,
Turkey is a country located at the crossroads of Europe and Asia known for its historical and cultural significance.,France is famous for its art and culture.,1,,,,,,,,,,,,,,,,,,,,,,,
Yemen is a country in the Middle East known for its ancient cities and beautiful landscapes.,Spain is a popular tourist destination in Europe.,1,,,,,,,,,,,,,,,,,,,,,,,
"Iran is a country in the Middle East known for its ancient history, art, and literature.",Germany is known for its engineering and technology.,1,,,,,,,,,,,,,,,,,,,,,,,
Kyrgyzstan is a mountainous country in Central Asia known for its nomadic culture and beautiful scenery.,The Netherlands is known for its windmills and tulip fields.,1,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan is a country in Central Asia known for its vast steppes and modern infrastructure.,Greece is known for its ancient history and mythology.,1,,,,,,,,,,,,,,,,,,,,,,,
"Tajikistan is a country in Central Asia known for its mountains, lakes, and rich culture.",Switzerland is famous for its alpine scenery and ski resorts.,1,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan is a country in Central Asia known for its ancient cities and historic sites.,Norway is known for its fjords and natural beauty.,1,,,,,,,,,,,,,,,,,,,,,,,
Singapore is a small island nation in Southeast Asia known for its clean streets and efficient public transportation.,Portugal is a popular destination for its beaches and seafood.,1,,,,,,,,,,,,,,,,,,,,,,,
Sweden is famous for its design and fashion.,The capital city of Cambodia is Phnom Penh.,1,,,,,,,,,,,,,,,,,,,,,,,
Belgium is known for its chocolate and beer.,The capital city of Nepal is Kathmandu.,1,,,,,,,,,,,,,,,,,,,,,,,
Ireland is famous for its green countryside and whiskey.,The capital city of Sri Lanka is Colombo.,1,,,,,,,,,,,,,,,,,,,,,,,
Denmark is known for its hygge lifestyle and design.,The capital city of Bhutan is Thimphu.,1,,,,,,,,,,,,,,,,,,,,,,,
Poland is famous for its history and cuisine.,The capital city of Indonesia is Jakarta.,1,,,,,,,,,,,,,,,,,,,,,,,
Croatia is a popular destination for its beaches and islands.,The capital city of Myanmar is Naypyidaw.,1,,,,,,,,,,,,,,,,,,,,,,,
Hungary is known for its thermal baths and spas.,The capital city of South Korea is Seoul.,1,,,,,,,,,,,,,,,,,,,,,,,
Romania is famous for its castles and folklore.,The capital city of North Korea is Pyongyang.,1,,,,,,,,,,,,,,,,,,,,,,,
Finland is known for its northern lights and saunas.,The capital city of Taiwan is Taipei.,1,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic is famous for its beer and architecture.,The capital city of Mongolia is Ulaanbaatar.,1,,,,,,,,,,,,,,,,,,,,,,,
Italy is known for its delicious cuisine and rich cultural heritage.,The capital city of Bangladesh is Dhaka.,1,,,,,,,,,,,,,,,,,,,,,,,
Spain is a popular tourist destination known for its beautiful beaches and warm weather.,The capital city of Thailand is Bangkok.,1,,,,,,,,,,,,,,,,,,,,,,,
Singapore is both the capital city and the country of Singapore.,Singapore is a city-state in Southeast Asia known for its cleanliness and efficiency.,0,,,,,,,,,,,,,,,,,,,,,,,
"The Vienna Philharmonic Orchestra is a famous orchestra based in Vienna, Austria.",Austria is known for its beautiful scenery and classical music.,0,,,,,,,,,,,,,,,,,,,,,,,
"The Viking Ship Museum in Oslo, Norway, displays Viking ships and artifacts.",Norway is a Scandinavian country known for its fjords and Northern Lights.,0,,,,,,,,,,,,,,,,,,,,,,,
"The Tower of Belém is a historic monument located in Lisbon, Portugal.",Portugal is a popular tourist destination with a rich history and culture.,0,,,,,,,,,,,,,,,,,,,,,,,
"The Guinness Storehouse in Dublin, Ireland, is a popular tourist attraction.",Ireland is known for its lush green countryside and pubs.,0,,,,,,,,,,,,,,,,,,,,,,,
"The Anne Frank House in Amsterdam, Netherlands, is a museum dedicated to the life of Anne Frank.","The Netherlands is famous for its tulips, windmills, and cheese.",0,,,,,,,,,,,,,,,,,,,,,,,
"The Atomium is a famous landmark in Brussels, Belgium.","Belgium is known for its beer, chocolate, and waffles.",0,,,,,,,,,,,,,,,,,,,,,,,
Dubrovnik is a historic city in Croatia and a popular filming location for Game of Thrones.,Croatia is a popular tourist destination on the Adriatic Sea.,0,,,,,,,,,,,,,,,,,,,,,,,
